area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Logan, UT-ID",2004,110813,1.8324,1994,2708,542,297,-467
"Logan, UT-ID",2005,112580,1.5946,1767,2680,457,309,-821
"Logan, UT-ID",2006,113321,0.6582,741,2631,482,308,-1766
"Logan, UT-ID",2007,115901,2.2767,2580,2625,526,280,82
"Logan, UT-ID",2008,119394,3.0138,3493,2692,517,272,1070
"Logan, UT-ID",2009,123048,3.0605,3654,2960,546,273,871
"Logan, UT-ID",2010,125442,1.9456,2394,699,123,70,67
"Logan, UT-ID",2011,127692,1.7937,2250,2725,596,264,-879
"Logan, UT-ID",2012,128757,0.834,1065,2535,585,269,-1159
"Logan, UT-ID",2013,130040,0.9965,1283,2572,634,274,-970
"Logan, UT-ID",2014,131133,0.8405,1093,2531,634,314,-1159
"Logan, UT-ID",2015,133093,1.4947,1960,2575,599,327,-322
"Logan, UT-ID",2016,136159,2.3037,3066,2578,587,324,728
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Longview, TX",1970,131007,null,null,null,null,null,null
"Longview, TX",1971,133600,1.9793,2593,null,null,null,null
"Longview, TX",1972,137700,3.0689,4100,null,null,null,null
"Longview, TX",1973,140100,1.7429,2400,null,null,null,null
"Longview, TX",1974,143100,2.1413,3000,null,null,null,null
"Longview, TX",1975,147100,2.7952,4000,null,null,null,null
"Longview, TX",1976,150200,2.1074,3100,null,null,null,null
"Longview, TX",1977,155400,3.4621,5200,null,null,null,null
"Longview, TX",1978,159900,2.8958,4500,null,null,null,null
"Longview, TX",1979,165700,3.6273,5800,null,null,null,null
"Longview, TX",1980,169472,2.2764,3772,null,null,null,null
"Longview, TX",1981,175096,3.3185,5624,null,null,null,null
"Longview, TX",1982,184111,5.1486,9015,3102,1724,null,null
"Longview, TX",1983,187045,1.5936,2934,3222,1756,null,null
"Longview, TX",1984,186400,-0.3448,-645,3093,1823,null,null
"Longview, TX",1985,185436,-0.5172,-964,3013,1855,null,null
"Longview, TX",1986,183911,-0.8224,-1525,2886,1868,null,null
"Longview, TX",1987,181744,-1.1783,-2167,2828,1866,null,null
"Longview, TX",1988,180657,-0.5981,-1087,2799,1842,null,null
"Longview, TX",1989,179308,-0.7467,-1349,2814,1825,null,null
"Longview, TX",1990,180053,0.4155,745,2169,1362,null,null
"Longview, TX",1991,182550,1.3868,2497,2819,1824,null,null
"Longview, TX",1992,183757,0.6612,1207,2811,1846,199,272
"Longview, TX",1993,184979,0.665,1222,2812,1911,244,302
"Longview, TX",1994,186238,0.6806,1259,2673,2016,205,603
"Longview, TX",1995,188646,1.293,2408,2671,1941,213,1681
"Longview, TX",1996,190556,1.0125,1910,2656,2083,284,1305
"Longview, TX",1997,192139,0.8307,1583,2786,2013,340,703
"Longview, TX",1998,193114,0.5074,975,2825,2064,345,82
"Longview, TX",1999,194184,0.5541,1070,2858,2070,368,-131
"Longview, TX",2000,194042,-0.0731,-142,null,null,null,null
"Longview, TX",2001,195374,0.6864,1332,2828,2220,442,-196
"Longview, TX",2002,197750,1.2161,2376,2940,2171,415,687
"Longview, TX",2003,199547,0.9087,1797,2893,2083,368,109
"Longview, TX",2004,201231,0.8439,1684,2967,2132,335,4
"Longview, TX",2005,203062,0.9099,1831,2997,2171,352,90
"Longview, TX",2006,205537,1.2188,2475,3128,2135,350,555
"Longview, TX",2007,207813,1.1073,2276,3249,2022,319,178
"Longview, TX",2008,210058,1.0803,2245,3135,2061,302,229
"Longview, TX",2009,213121,1.4582,3063,3061,2084,305,1097
"Longview, TX",2010,214369,0.5856,1248,748,420,62,-41
"Longview, TX",2011,215893,0.7109,1524,3096,2303,237,148
"Longview, TX",2012,216578,0.3173,685,3087,2146,182,-422
"Longview, TX",2013,216189,-0.1796,-389,3043,2261,211,-1394
"Longview, TX",2014,216420,0.1069,231,2995,2275,266,-697
"Longview, TX",2015,217242,0.3798,822,2987,2276,291,-267
"Longview, TX",2016,217446,0.0939,204,2975,2280,293,-795
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Longview, WA",1970,68616,null,null,null,null,null,null
"Longview, WA",1971,69800,1.7255,1184,null,null,null,null
"Longview, WA",1972,69100,-1.0029,-700,null,null,null,null
"Longview, WA",1973,71200,3.0391,2100,null,null,null,null
"Longview, WA",1974,72000,1.1236,800,null,null,null,null
"Longview, WA",1975,74400,3.3333,2400,null,null,null,null
"Longview, WA",1976,74300,-0.1344,-100,null,null,null,null
"Longview, WA",1977,74700,0.5384,400,null,null,null,null
"Longview, WA",1978,75500,1.071,800,null,null,null,null
"Longview, WA",1979,78100,3.4437,2600,null,null,null,null
"Longview, WA",1980,79548,1.854,1448,null,null,null,null
"Longview, WA",1981,79657,0.137,109,null,null,null,null
"Longview, WA",1982,79006,-0.8173,-651,1256,618,null,null
"Longview, WA",1983,78908,-0.124,-98,1247,663,null,null
"Longview, WA",1984,79138,0.2915,230,1180,656,null,null
"Longview, WA",1985,78627,-0.6457,-511,1111,660,null,null
"Longview, WA",1986,77632,-1.2655,-995,1142,662,null,null
"Longview, WA",1987,78428,1.0254,796,1173,675,null,null
"Longview, WA",1988,79531,1.4064,1103,1216,743,null,null
"Longview, WA",1989,80982,1.8244,1451,1277,716,null,null
"Longview, WA",1990,82119,1.404,1137,974,494,null,null
"Longview, WA",1991,84207,2.5427,2088,1345,764,null,null
"Longview, WA",1992,85316,1.317,1109,1351,752,30,420
"Longview, WA",1993,86506,1.3948,1190,1171,788,25,714
"Longview, WA",1994,87791,1.4854,1285,1200,817,48,795
"Longview, WA",1995,89284,1.7006,1493,1241,799,83,872
"Longview, WA",1996,90325,1.1659,1041,1237,925,47,594
"Longview, WA",1997,91367,1.1536,1042,1201,855,86,511
"Longview, WA",1998,92301,1.0223,934,1209,901,96,412
"Longview, WA",1999,92820,0.5623,519,1231,869,77,137
"Longview, WA",2000,92948,0.1379,128,null,null,null,null
"Longview, WA",2001,93608,0.7101,660,1247,901,165,205
"Longview, WA",2002,94325,0.766,717,1253,927,162,303
"Longview, WA",2003,94516,0.2025,191,1152,959,146,-84
"Longview, WA",2004,95541,1.0845,1025,1199,969,153,699
"Longview, WA",2005,96536,1.0414,995,1261,1009,160,613
"Longview, WA",2006,99162,2.7202,2626,1283,1030,164,2236
"Longview, WA",2007,100744,1.5954,1582,1366,1000,143,1092
"Longview, WA",2008,101688,0.937,944,1350,983,145,476
"Longview, WA",2009,102126,0.4307,438,1346,983,145,-83
"Longview, WA",2010,102410,0.2781,284,295,296,0,19
"Longview, WA",2011,102378,-0.0312,-32,1250,941,30,-376
"Longview, WA",2012,101840,-0.5255,-538,1207,1047,45,-747
"Longview, WA",2013,101784,-0.055,-56,1142,1057,43,-240
"Longview, WA",2014,102106,0.3164,322,1138,1123,46,304
"Longview, WA",2015,103378,1.2458,1272,1196,1085,47,1013
"Longview, WA",2016,105160,1.7238,1782,1195,1094,47,1596
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Los Angeles-Long Beach-Anaheim, CA",1970,8463215,null,null,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1971,8587800,1.4721,124585,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1972,8593400,0.0652,5600,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1973,8647500,0.6296,54100,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1974,8754900,1.242,107400,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1975,8842500,1.0006,87600,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1976,8984400,1.6047,141900,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1977,9063700,0.8826,79300,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1978,9204800,1.5568,141100,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1979,9293000,0.9582,88200,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1980,9410160,1.2607,117160,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1981,9613602,2.1619,203442,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",1982,9813347,2.0777,199745,172465,71844,null,null
"Los Angeles-Long Beach-Anaheim, CA",1983,10009841,2.0023,196494,174604,72188,null,null
"Los Angeles-Long Beach-Anaheim, CA",1984,10165047,1.5505,155206,177520,73020,null,null
"Los Angeles-Long Beach-Anaheim, CA",1985,10354836,1.8671,189789,186372,74869,null,null
"Los Angeles-Long Beach-Anaheim, CA",1986,10622535,2.5853,267699,195773,76086,null,null
"Los Angeles-Long Beach-Anaheim, CA",1987,10835330,2.0032,212795,202121,77349,null,null
"Los Angeles-Long Beach-Anaheim, CA",1988,11000781,1.527,165451,211762,78859,null,null
"Los Angeles-Long Beach-Anaheim, CA",1989,11177630,1.6076,176849,226325,79473,null,null
"Los Angeles-Long Beach-Anaheim, CA",1990,11273720,0.8597,96090,176359,59615,null,null
"Los Angeles-Long Beach-Anaheim, CA",1991,11400816,1.1274,127096,254582,75664,null,null
"Los Angeles-Long Beach-Anaheim, CA",1992,11552438,1.3299,151622,255695,76651,141242,-194463
"Los Angeles-Long Beach-Anaheim, CA",1993,11632798,0.6956,80360,243416,76022,146592,-242502
"Los Angeles-Long Beach-Anaheim, CA",1994,11663207,0.2614,30409,237370,78675,121350,-267030
"Los Angeles-Long Beach-Anaheim, CA",1995,11692693,0.2528,29486,227280,76137,105345,-248228
"Los Angeles-Long Beach-Anaheim, CA",1996,11771038,0.67,78345,220925,76844,105676,-190205
"Los Angeles-Long Beach-Anaheim, CA",1997,11915815,1.2299,144777,213426,75359,127266,-137631
"Los Angeles-Long Beach-Anaheim, CA",1998,12086776,1.4347,170961,209868,76163,122676,-100395
"Los Angeles-Long Beach-Anaheim, CA",1999,12253223,1.3771,166447,209447,76209,117631,-107052
"Los Angeles-Long Beach-Anaheim, CA",2000,12365627,0.9173,112404,null,null,null,null
"Los Angeles-Long Beach-Anaheim, CA",2001,12511491,1.1796,145864,201843,76688,116487,-103877
"Los Angeles-Long Beach-Anaheim, CA",2002,12614158,0.8206,102667,196949,76989,108487,-109081
"Los Angeles-Long Beach-Anaheim, CA",2003,12696521,0.6529,82363,197857,76592,93158,-119572
"Los Angeles-Long Beach-Anaheim, CA",2004,12734974,0.3029,38453,196469,78851,83517,-140643
"Los Angeles-Long Beach-Anaheim, CA",2005,12726428,-0.0671,-8546,196420,75376,87057,-199800
"Los Angeles-Long Beach-Anaheim, CA",2006,12670216,-0.4417,-56212,194684,77921,86426,-243722
"Los Angeles-Long Beach-Anaheim, CA",2007,12631988,-0.3017,-38228,195976,76104,78155,-222018
"Los Angeles-Long Beach-Anaheim, CA",2008,12692740,0.4809,60752,195244,76351,75265,-118909
"Los Angeles-Long Beach-Anaheim, CA",2009,12774577,0.6448,81837,190001,77968,75062,-79900
"Los Angeles-Long Beach-Anaheim, CA",2010,12828837,0.4247,54260,41043,18121,11463,-20734
"Los Angeles-Long Beach-Anaheim, CA",2011,12942360,0.8849,113523,170870,75845,51307,-42902
"Los Angeles-Long Beach-Anaheim, CA",2012,13038490,0.7428,96130,166998,75801,44784,-38500
"Los Angeles-Long Beach-Anaheim, CA",2013,13128012,0.6866,89522,168284,78863,45829,-44834
"Los Angeles-Long Beach-Anaheim, CA",2014,13201053,0.5564,73041,167327,76382,52712,-66183
"Los Angeles-Long Beach-Anaheim, CA",2015,13268828,0.5134,67775,167357,82336,55430,-72260
"Los Angeles-Long Beach-Anaheim, CA",2016,13310447,0.3137,41619,166913,87009,54354,-87577
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Louisville/Jefferson County, KY-IN",1970,964921,null,null,null,null,null,null
"Louisville/Jefferson County, KY-IN",1971,981000,1.6664,16079,null,null,null,null
"Louisville/Jefferson County, KY-IN",1972,984100,0.316,3100,null,null,null,null
"Louisville/Jefferson County, KY-IN",1973,996500,1.26,12400,null,null,null,null
"Louisville/Jefferson County, KY-IN",1974,1005400,0.8931,8900,null,null,null,null
"Louisville/Jefferson County, KY-IN",1975,1008900,0.3481,3500,null,null,null,null
"Louisville/Jefferson County, KY-IN",1976,1013700,0.4758,4800,null,null,null,null
"Louisville/Jefferson County, KY-IN",1977,1015800,0.2072,2100,null,null,null,null
"Louisville/Jefferson County, KY-IN",1978,1022700,0.6793,6900,null,null,null,null
"Louisville/Jefferson County, KY-IN",1979,1026900,0.4107,4200,null,null,null,null
"Louisville/Jefferson County, KY-IN",1980,1023712,-0.3104,-3188,null,null,null,null
"Louisville/Jefferson County, KY-IN",1981,1023428,-0.0277,-284,null,null,null,null
"Louisville/Jefferson County, KY-IN",1982,1025301,0.183,1873,15363,9050,null,null
"Louisville/Jefferson County, KY-IN",1983,1024512,-0.077,-789,14995,9241,null,null
"Louisville/Jefferson County, KY-IN",1984,1022721,-0.1748,-1791,14472,9296,null,null
"Louisville/Jefferson County, KY-IN",1985,1020967,-0.1715,-1754,14146,9269,null,null
"Louisville/Jefferson County, KY-IN",1986,1019913,-0.1032,-1054,14202,9439,null,null
"Louisville/Jefferson County, KY-IN",1987,1020403,0.048,490,13992,9505,null,null
"Louisville/Jefferson County, KY-IN",1988,1019654,-0.0734,-749,13928,9723,null,null
"Louisville/Jefferson County, KY-IN",1989,1020953,0.1274,1299,14470,9766,null,null
"Louisville/Jefferson County, KY-IN",1990,1023267,0.2267,2314,11156,7254,null,null
"Louisville/Jefferson County, KY-IN",1991,1035577,1.203,12310,15450,9735,null,null
"Louisville/Jefferson County, KY-IN",1992,1045950,1.0017,10373,15238,9851,535,3040
"Louisville/Jefferson County, KY-IN",1993,1056941,1.0508,10991,14924,10035,703,3993
"Louisville/Jefferson County, KY-IN",1994,1066643,0.9179,9702,14882,10371,531,3258
"Louisville/Jefferson County, KY-IN",1995,1076646,0.9378,10003,14939,10201,722,3053
"Louisville/Jefferson County, KY-IN",1996,1085228,0.7971,8582,14852,10336,727,1947
"Louisville/Jefferson County, KY-IN",1997,1094013,0.8095,8785,15090,10559,863,1688
"Louisville/Jefferson County, KY-IN",1998,1102866,0.8092,8853,15213,10256,997,1414
"Louisville/Jefferson County, KY-IN",1999,1113813,0.9926,10947,15456,10582,1145,3690
"Louisville/Jefferson County, KY-IN",2000,1121109,0.655,7296,null,null,null,null
"Louisville/Jefferson County, KY-IN",2001,1132204,0.9896,11095,15485,10887,2029,539
"Louisville/Jefferson County, KY-IN",2002,1140281,0.7134,8077,15293,10871,1960,568
"Louisville/Jefferson County, KY-IN",2003,1151726,1.0037,11445,15355,10766,1645,3936
"Louisville/Jefferson County, KY-IN",2004,1161921,0.8852,10195,15572,10760,1764,2550
"Louisville/Jefferson County, KY-IN",2005,1172611,0.92,10690,15456,10528,1836,2633
"Louisville/Jefferson County, KY-IN",2006,1187190,1.2433,14579,15828,10587,1885,6274
"Louisville/Jefferson County, KY-IN",2007,1202720,1.3081,15530,16665,10607,1675,6677
"Louisville/Jefferson County, KY-IN",2008,1216853,1.1751,14133,16192,10988,1634,5390
"Louisville/Jefferson County, KY-IN",2009,1227965,0.9132,11112,15982,11154,1634,2607
"Louisville/Jefferson County, KY-IN",2010,1235708,0.6306,7743,3964,2763,494,467
"Louisville/Jefferson County, KY-IN",2011,1244624,0.7215,8916,15944,11433,2140,439
"Louisville/Jefferson County, KY-IN",2012,1252625,0.6428,8001,15817,11542,2292,1446
"Louisville/Jefferson County, KY-IN",2013,1263229,0.8465,10604,15643,12030,2448,4429
"Louisville/Jefferson County, KY-IN",2014,1270881,0.6057,7652,15776,11848,2694,1526
"Louisville/Jefferson County, KY-IN",2015,1277583,0.5274,6702,15773,12028,2815,235
"Louisville/Jefferson County, KY-IN",2016,1283430,0.4577,5847,15821,12081,2762,-67
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Lubbock, TX",1970,197487,null,null,null,null,null,null
"Lubbock, TX",1971,203500,3.0448,6013,null,null,null,null
"Lubbock, TX",1972,210100,3.2432,6600,null,null,null,null
"Lubbock, TX",1973,210200,0.0476,100,null,null,null,null
"Lubbock, TX",1974,213800,1.7127,3600,null,null,null,null
"Lubbock, TX",1975,216100,1.0758,2300,null,null,null,null
"Lubbock, TX",1976,218300,1.018,2200,null,null,null,null
"Lubbock, TX",1977,221400,1.4201,3100,null,null,null,null
"Lubbock, TX",1978,224900,1.5808,3500,null,null,null,null
"Lubbock, TX",1979,227100,0.9782,2200,null,null,null,null
"Lubbock, TX",1980,229115,0.8873,2015,null,null,null,null
"Lubbock, TX",1981,230672,0.6796,1557,null,null,null,null
"Lubbock, TX",1982,232493,0.7894,1821,4257,1537,null,null
"Lubbock, TX",1983,235862,1.4491,3369,4567,1607,null,null
"Lubbock, TX",1984,237294,0.6071,1432,4626,1590,null,null
"Lubbock, TX",1985,235499,-0.7564,-1795,4548,1574,null,null
"Lubbock, TX",1986,235917,0.1775,418,4378,1583,null,null
"Lubbock, TX",1987,235440,-0.2022,-477,4170,1631,null,null
"Lubbock, TX",1988,236385,0.4014,945,4065,1684,null,null
"Lubbock, TX",1989,237184,0.338,799,4112,1711,null,null
"Lubbock, TX",1990,236698,-0.2049,-486,3157,1281,null,null
"Lubbock, TX",1991,239584,1.2193,2886,4207,1705,null,null
"Lubbock, TX",1992,241180,0.6662,1596,4150,1785,245,-2460
"Lubbock, TX",1993,245109,1.6291,3929,4005,1845,273,40
"Lubbock, TX",1994,249516,1.798,4407,4095,1891,355,352
"Lubbock, TX",1995,252199,1.0753,2683,3867,1932,351,-1029
"Lubbock, TX",1996,253555,0.5377,1356,3884,1901,345,-2335
"Lubbock, TX",1997,254178,0.2457,623,3975,1944,283,-3173
"Lubbock, TX",1998,253502,-0.266,-676,3969,1998,219,-4123
"Lubbock, TX",1999,254507,0.3964,1005,4076,1978,176,-2862
"Lubbock, TX",2000,256250,0.6849,1743,null,null,null,null
"Lubbock, TX",2001,260015,1.4693,3765,4017,2040,329,920
"Lubbock, TX",2002,262680,1.0249,2665,4151,2201,313,137
"Lubbock, TX",2003,266338,1.3926,3658,4241,2079,276,792
"Lubbock, TX",2004,268466,0.799,2128,4264,2124,283,-617
"Lubbock, TX",2005,270478,0.7494,2012,4215,2190,286,-615
"Lubbock, TX",2006,274419,1.4571,3941,4176,2193,291,1277
"Lubbock, TX",2007,277466,1.1103,3047,4453,2162,268,64
"Lubbock, TX",2008,280321,1.029,2855,4494,2210,264,-150
"Lubbock, TX",2009,286236,2.1101,5915,4451,2260,266,2599
"Lubbock, TX",2010,290805,1.5962,4569,1121,550,93,688
"Lubbock, TX",2011,295440,1.5939,4635,4111,2342,342,1041
"Lubbock, TX",2012,298111,0.9041,2671,4004,2327,366,645
"Lubbock, TX",2013,301644,1.1851,3533,4109,2420,383,1362
"Lubbock, TX",2014,306677,1.6685,5033,4394,2367,426,2491
"Lubbock, TX",2015,310688,1.3079,4011,4359,2587,447,1650
"Lubbock, TX",2016,314840,1.3364,4152,4408,2637,444,1843
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Lynchburg, VA",1970,159986,null,null,null,null,null,null
"Lynchburg, VA",1971,165300,3.3215,5314,null,null,null,null
"Lynchburg, VA",1972,168800,2.1174,3500,null,null,null,null
"Lynchburg, VA",1973,170500,1.0071,1700,null,null,null,null
"Lynchburg, VA",1974,172100,0.9384,1600,null,null,null,null
"Lynchburg, VA",1975,178100,3.4863,6000,null,null,null,null
"Lynchburg, VA",1976,179000,0.5053,900,null,null,null,null
"Lynchburg, VA",1977,180900,1.0615,1900,null,null,null,null
"Lynchburg, VA",1978,185200,2.377,4300,null,null,null,null
"Lynchburg, VA",1979,187900,1.4579,2700,null,null,null,null
"Lynchburg, VA",1980,188187,0.1527,287,null,null,null,null
"Lynchburg, VA",1981,190099,1.016,1912,null,null,null,null
"Lynchburg, VA",1982,191157,0.5566,1058,2474,1718,null,null
"Lynchburg, VA",1983,191148,-0.0047,-9,2489,1788,null,null
"Lynchburg, VA",1984,192205,0.553,1057,2485,1793,null,null
"Lynchburg, VA",1985,193053,0.4412,848,2581,1730,null,null
"Lynchburg, VA",1986,194358,0.676,1305,2611,1760,null,null
"Lynchburg, VA",1987,195388,0.5299,1030,2589,1826,null,null
"Lynchburg, VA",1988,197083,0.8675,1695,2645,1864,null,null
"Lynchburg, VA",1989,198734,0.8377,1651,2718,1863,null,null
"Lynchburg, VA",1990,200050,0.6622,1316,2077,1392,null,null
"Lynchburg, VA",1991,202804,1.3767,2754,2716,1903,null,null
"Lynchburg, VA",1992,206634,1.8885,3830,2699,1979,55,2536
"Lynchburg, VA",1993,208599,0.951,1965,2687,1989,58,671
"Lynchburg, VA",1994,211478,1.3802,2879,2673,2011,42,1629
"Lynchburg, VA",1995,213510,0.9609,2032,2653,2018,65,755
"Lynchburg, VA",1996,215860,1.1007,2350,2633,2096,74,1191
"Lynchburg, VA",1997,218129,1.0511,2269,2612,2091,79,1017
"Lynchburg, VA",1998,219389,0.5776,1260,2611,1994,66,-2
"Lynchburg, VA",1999,221015,0.7411,1626,2654,2068,67,569
"Lynchburg, VA",2000,222317,0.5891,1302,null,null,null,null
"Lynchburg, VA",2001,223099,0.3517,782,2550,2097,231,-249
"Lynchburg, VA",2002,224036,0.42,937,2480,2207,219,99
"Lynchburg, VA",2003,226397,1.0538,2361,2526,2137,192,1411
"Lynchburg, VA",2004,228376,0.8741,1979,2558,2258,190,1241
"Lynchburg, VA",2005,232329,1.7309,3953,2498,2074,196,2887
"Lynchburg, VA",2006,237066,2.0389,4737,2655,2196,203,3681
"Lynchburg, VA",2007,240658,1.5152,3592,2735,2324,181,2581
"Lynchburg, VA",2008,243149,1.0351,2491,2781,2207,174,1405
"Lynchburg, VA",2009,245267,0.8711,2118,2847,2286,176,1058
"Lynchburg, VA",2010,246412,0.4668,1145,742,651,83,242
"Lynchburg, VA",2011,254241,3.1772,7829,2863,2533,312,452
"Lynchburg, VA",2012,255745,0.5916,1504,2855,2474,281,853
"Lynchburg, VA",2013,256946,0.4696,1201,2819,2581,308,653
"Lynchburg, VA",2014,258009,0.4137,1063,2756,2512,342,506
"Lynchburg, VA",2015,259378,0.5306,1369,2803,2612,357,660
"Lynchburg, VA",2016,260232,0.3292,854,2785,2615,347,337
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Macon-Bibb County, GA",1970,180597,null,null,null,null,null,null
"Macon-Bibb County, GA",1971,185800,2.881,5203,null,null,null,null
"Macon-Bibb County, GA",1972,188400,1.3994,2600,null,null,null,null
"Macon-Bibb County, GA",1973,188600,0.1062,200,null,null,null,null
"Macon-Bibb County, GA",1974,189400,0.4242,800,null,null,null,null
"Macon-Bibb County, GA",1975,191900,1.32,2500,null,null,null,null
"Macon-Bibb County, GA",1976,192300,0.2084,400,null,null,null,null
"Macon-Bibb County, GA",1977,195600,1.7161,3300,null,null,null,null
"Macon-Bibb County, GA",1978,197500,0.9714,1900,null,null,null,null
"Macon-Bibb County, GA",1979,198500,0.5063,1000,null,null,null,null
"Macon-Bibb County, GA",1980,198483,-0.0086,-17,null,null,null,null
"Macon-Bibb County, GA",1981,199746,0.6363,1263,null,null,null,null
"Macon-Bibb County, GA",1982,200885,0.5702,1139,3132,1855,null,null
"Macon-Bibb County, GA",1983,202440,0.7741,1555,3031,1882,null,null
"Macon-Bibb County, GA",1984,203490,0.5187,1050,3036,1874,null,null
"Macon-Bibb County, GA",1985,204300,0.3981,810,3132,1920,null,null
"Macon-Bibb County, GA",1986,204377,0.0377,77,3168,1998,null,null
"Macon-Bibb County, GA",1987,205043,0.3259,666,3247,1959,null,null
"Macon-Bibb County, GA",1988,206097,0.514,1054,3285,2005,null,null
"Macon-Bibb County, GA",1989,206803,0.3426,706,3308,2102,null,null
"Macon-Bibb County, GA",1990,206786,-0.0082,-17,2513,1606,null,null
"Macon-Bibb County, GA",1991,209358,1.2438,2572,3419,2033,null,null
"Macon-Bibb County, GA",1992,210716,0.6486,1358,3336,2187,75,-96
"Macon-Bibb County, GA",1993,213497,1.3198,2781,3327,2202,61,1339
"Macon-Bibb County, GA",1994,215416,0.8988,1919,3373,2205,64,419
"Macon-Bibb County, GA",1995,216979,0.7256,1563,3361,2238,102,44
"Macon-Bibb County, GA",1996,218702,0.7941,1723,3102,2213,77,497
"Macon-Bibb County, GA",1997,220860,0.9867,2158,3285,2099,102,511
"Macon-Bibb County, GA",1998,221736,0.3966,876,3364,2229,83,-487
"Macon-Bibb County, GA",1999,222038,0.1362,302,3467,2214,84,-1311
"Macon-Bibb County, GA",2000,222368,0.1486,330,null,null,null,null
"Macon-Bibb County, GA",2001,222869,0.2253,501,3386,2283,219,-712
"Macon-Bibb County, GA",2002,224661,0.8041,1792,3272,2253,187,628
"Macon-Bibb County, GA",2003,225987,0.5902,1326,3341,2262,127,283
"Macon-Bibb County, GA",2004,227394,0.6226,1407,3294,2239,184,267
"Macon-Bibb County, GA",2005,228125,0.3215,731,3385,2315,165,-426
"Macon-Bibb County, GA",2006,229655,0.6707,1530,3321,2218,181,278
"Macon-Bibb County, GA",2007,230452,0.347,797,3414,2279,155,-331
"Macon-Bibb County, GA",2008,231314,0.374,862,3419,2309,159,-523
"Macon-Bibb County, GA",2009,232065,0.3247,751,3320,2325,154,-295
"Macon-Bibb County, GA",2010,232293,0.0982,228,788,608,41,-248
"Macon-Bibb County, GA",2011,232820,0.2269,527,3135,2296,188,-631
"Macon-Bibb County, GA",2012,232880,0.0258,60,3189,2226,220,-1110
"Macon-Bibb County, GA",2013,231321,-0.6694,-1559,2954,2428,222,-2346
"Macon-Bibb County, GA",2014,230630,-0.2987,-691,2995,2256,245,-1610
"Macon-Bibb County, GA",2015,229909,-0.3126,-721,2965,2487,251,-1520
"Macon-Bibb County, GA",2016,229182,-0.3162,-727,2931,2573,249,-1315
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Madera, CA",1970,41519,null,null,null,null,null,null
"Madera, CA",1971,42800,3.0853,1281,null,null,null,null
"Madera, CA",1972,43200,0.9346,400,null,null,null,null
"Madera, CA",1973,44500,3.0093,1300,null,null,null,null
"Madera, CA",1974,46100,3.5955,1600,null,null,null,null
"Madera, CA",1975,47900,3.9046,1800,null,null,null,null
"Madera, CA",1976,49700,3.7578,1800,null,null,null,null
"Madera, CA",1977,52800,6.2374,3100,null,null,null,null
"Madera, CA",1978,55700,5.4924,2900,null,null,null,null
"Madera, CA",1979,60200,8.079,4500,null,null,null,null
"Madera, CA",1980,63116,4.8439,2916,null,null,null,null
"Madera, CA",1981,67214,6.4928,4098,null,null,null,null
"Madera, CA",1982,69240,3.0143,2026,1364,529,null,null
"Madera, CA",1983,71504,3.2698,2264,1389,527,null,null
"Madera, CA",1984,72996,2.0866,1492,1381,550,null,null
"Madera, CA",1985,75118,2.907,2122,1373,578,null,null
"Madera, CA",1986,76960,2.4521,1842,1376,617,null,null
"Madera, CA",1987,79003,2.6546,2043,1403,634,null,null
"Madera, CA",1988,81762,3.4923,2759,1489,636,null,null
"Madera, CA",1989,84797,3.712,3035,1587,652,null,null
"Madera, CA",1990,88090,3.8834,3293,1232,489,null,null
"Madera, CA",1991,94973,7.8136,6883,1884,726,null,null
"Madera, CA",1992,99536,4.8045,4563,2044,724,369,2075
"Madera, CA",1993,104039,4.524,4503,1987,717,584,2130
"Madera, CA",1994,107396,3.2267,3357,1973,792,728,643
"Madera, CA",1995,109300,1.7729,1904,1983,812,399,-149
"Madera, CA",1996,113143,3.516,3843,1963,827,569,1574
"Madera, CA",1997,116442,2.9158,3299,2063,743,623,765
"Madera, CA",1998,119143,2.3196,2701,2000,774,681,211
"Madera, CA",1999,121883,2.2998,2740,2021,754,666,345
